showerId,pdgid,x,y,z,t,px,py,pz,e0,weight
56,-13,231.45416259765625,61.87677001953125,1.0,680131.0,-8.76108711092769,145.63267191044724,-90.97664965677905,171.9371471146173,1.6512658910078444e-13
57,-13,831.486328125,-156.92112731933594,1.0,1306779.0,-112.19891844910217,32.719718555847976,-30.400870905350303,120.76170848131437,1.3946660561026642e-13
58,-13,-35.447296142578125,833.5368041992188,1.0,817415.6875,22.35160213308677,93.5536290632972,-45.93045038526361,106.59025237526167,1.7962261005084994e-13
59,-13,-350.1062316894531,-13.989703178405762,1.0,1091379.0,-145.69198463784414,-51.08082162906112,-51.06358841168776,162.61271410161024,1.3821168788778283e-13
60,-13,-97.95377349853516,-116.96627807617188,1.0,1288014.875,-43.65438795160662,111.3021219813254,-31.830526270777227,123.72166482734484,1.3466198594507681e-13
61,13,-287.1351013183594,-192.05294799804688,1.0,438280.78125,64.41947869900378,-38.23992172696035,-112.45679545508756,135.12472643288814,1.5991279565758673e-13
62,13,-268.4929504394531,-162.87210083007812,1.0,527857.0,-58.342612885589006,45.356589116606074,-69.87679144320236,101.70470312137549,1.7064191189361473e-13
63,13,-846.128662109375,-52.377201080322266,1.0,1308066.0,94.52679484898817,88.43581594999341,-34.063512016716686,133.85264785605403,1.5108343137146283e-13
64,-13,-379.06646728515625,-90.69583129882812,1.0,506674.90625,-8.439250485458729,-98.69195065300119,-102.75193079870678,142.7209912917962,2.7322143413597483e-13
65,-13,326.9276428222656,-127.09960174560547,1.0,368989.6875,-6.443875053236695,37.09829711729731,-352.9443700432548,354.94722920447623,1.3988137999928612e-13
66,-13,-175.4595184326172,226.58372497558594,1.0,1881146.125,137.54389824757163,-141.39663787926838,-30.54078102825406,199.6098004971576,1.4359125847746955e-13
67,-13,333.9928894042969,-109.64734649658203,1.0,531721.875,1.0151228278919788,-110.55507468092856,-103.65511518903077,151.55143653859778,1.6404858181383547e-13
68,13,236.04539489746094,-154.41091918945312,1.0,773086.75,-100.13121164903032,13.786264109123636,-52.577160685308854,113.93278040194666,1.325014520824573e-13
69,13,-235.93600463867188,159.40040588378906,1.0,375762.46875,21.07515854137955,-6.880508800092116,-98.24576681325925,100.71610797492993,1.4288843488507465e-13
70,13,377.9877014160156,-138.2248992919922,1.0,2104355.5,-71.96369179814974,132.82842492553027,-19.491706857807912,152.32232286059397,1.5014416155140944e-13
71,-13,127.71969604492188,-204.947021484375,1.0,895238.6875,25.401702325834776,154.93150853331827,-66.62551928539415,170.5519822151253,1.7502819865432765e-13
72,-13,-340.276611328125,-277.9798583984375,1.0,621922.6875,-40.680900820074385,134.01383125459688,-99.99810117087691,172.08795105076132,1.3588420860714176e-13
73,13,252.49688720703125,-315.34002685546875,1.0,392247.5625,-46.691601800688204,-5.143614478430834,-122.41966750586471,131.12260461439598,1.9048708278640497e-13
74,13,-138.95474243164062,-322.78045654296875,1.0,706731.4375,64.36725535167352,57.71244170015052,-50.894350773065526,100.32001011320051,1.588147839072698e-13
75,-13,-326.0624694824219,-31.684097290039062,1.0,472186.53125,85.66959983738116,89.8717032347904,-151.49515497011726,195.87492273907625,1.3855720536640265e-13
76,-13,-436.5810852050781,-282.8088073730469,1.0,544898.375,64.30521726284269,44.51776870969866,-70.05586199481968,104.99912617707277,1.667948372868741e-13
77,-13,-168.93011474609375,-270.9412536621094,1.0,421036.78125,-62.07471349117441,28.8241277699517,-120.1772642240885,138.29922354480618,1.915943168230161e-13
78,13,143.8355712890625,258.5695495605469,1.0,935414.0625,99.74095324830796,120.94622051947863,-62.66621641036727,168.82920568437942,1.302078601740473e-13
79,13,275.6256103515625,-23.929656982421875,1.0,416367.40625,-19.74451055299278,-58.76609364596061,-114.71870263674282,130.3981602402445,2.497127950392157e-13
80,-13,-131.36878967285156,331.0538330078125,1.0,918224.5,-117.17098563021136,-102.25872395498845,-63.8766413295366,168.12528603990535,1.3703391213335559e-13
81,13,-308.7834777832031,339.39080810546875,1.0,1100391.875,136.22433508458926,20.727451815135282,-45.127566714134446,144.993772299109,1.7894138490894116e-13
82,13,64.22517395019531,89.03043365478516,1.0,939117.9375,92.60725403646802,-56.39482200186899,-43.46906404925494,116.81626161676138,1.3226853578882664e-13
83,-13,9.465773582458496,-518.73193359375,1.0,369964.53125,-0.09037789261266838,-16.030915769993726,-120.35009020754615,121.41310737129086,1.6219234444676012e-13
84,-13,-43.53770065307617,-519.301513671875,1.0,663693.9375,-161.71646330300882,16.131648314411336,-104.65387547134469,193.29996955960692,1.6761169410720192e-13
85,-13,71.13835144042969,-220.37298583984375,1.0,707707.5625,-26.699326236618163,-88.93702404614305,-54.16202017260139,107.4996404498679,1.8936104719115037e-13
86,-13,-262.8753356933594,-136.53857421875,1.0,544304.9375,102.55626199835751,-24.399707662812943,-94.26409069200236,141.4172952757071,1.3484266062819224e-13
87,-13,251.05882263183594,-161.5592041015625,1.0,389088.0,6.253656286178739,84.85458503468908,-238.23608975389652,252.97399723999615,1.910781417778036e-13
88,13,352.3444519042969,442.58953857421875,1.0,763194.0,-33.341307041004484,90.76747142228623,-51.10154527959094,109.36976069078767,1.639484982891116e-13
89,-13,-22.690034866333008,-12.266759872436523,1.0,839625.9375,-154.90355128540614,-33.56203757676144,-73.72537369433576,174.80546700118921,2.64463312586693e-13
90,-13,-209.67408752441406,-202.14129638671875,1.0,655749.0,-80.2019457766728,-29.754169613378508,-56.25544009966325,102.38328602146377,2.1455888366917342e-13
91,-13,-303.4869384765625,327.41180419921875,1.0,422066.34375,133.64438555212382,-26.892306374987584,-236.86278141413095,273.2910447691422,1.6118073152590211e-13
92,13,-270.40216064453125,-79.56900024414062,1.0,588817.875,-7.324939848240319,101.66967106168158,-79.96827664450393,129.55810290006096,1.3741907637267586e-13
92,-13,-289.1383056640625,13.382472038269043,1.0,589065.0625,-5.88353624531652,79.78911430363951,-62.12764001250889,101.29542148405869,1.3741907637267586e-13
93,-13,-501.16253662109375,-201.4197540283203,1.0,409252.09375,-45.30701375579156,36.00559218569197,-115.15811709917762,128.8818066987647,2.1390719826937016e-13
94,-13,159.33033752441406,-117.22493743896484,1.0,399437.5,2.051996247641341,48.36334679866923,-111.5427965080471,121.59366535722282,2.5654611832643514e-13
95,13,-372.7367858886719,237.6918487548828,1.0,765164.8125,-110.4877613283461,40.04222846722041,-61.87357888862243,132.81289556536757,1.4816594840647966e-13
96,13,-440.89984130859375,-413.48822021484375,1.0,1329061.0,-70.99256130432377,223.0685973492209,-59.71884327033217,241.59032084386888,1.30545223204029e-13
97,-13,106.67206573486328,311.281982421875,1.0,593169.625,56.70649525641329,-62.92182388670744,-65.18996953091073,106.88552125024474,1.2882044242814241e-13
98,13,-37.14701843261719,536.6892700195312,1.0,711413.0625,-131.74238890286688,-90.26156343238199,-93.19421244797013,184.90096836114603,1.5667555597665947e-13
99,-13,-234.69305419921875,299.8100891113281,1.0,548616.25,143.73418232698896,-62.25057416807431,-138.36194692807112,208.99444373281648,1.566981114607716e-13
100,13,315.91827392578125,-4.035435676574707,1.0,550790.8125,-92.90119901208709,30.451405894049685,-85.3287438393636,129.76484664195965,1.8983144060473408e-13
101,-13,-53.05052947998047,200.67274475097656,1.0,385200.96875,30.506561587881606,-4.771521843542416,-96.54343302192274,101.3609993058331,1.7066894624778396e-13
102,-13,-564.74072265625,-372.4418640136719,1.0,1663301.5,119.86766757287751,0.15503198350295833,-22.42548428763257,121.94746454852039,2.0025164911881849e-13
103,13,170.51123046875,-279.1134033203125,1.0,572389.625,-61.021477308808244,54.43424694647274,-66.62056590683233,105.47515221759846,1.4220191295695618e-13
104,13,-362.49468994140625,64.17739868164062,1.0,893723.8125,128.7631905677099,75.8650406943475,-63.919255975039505,162.54579332955373,1.3595774291312977e-13
105,-13,-179.1915283203125,-43.121490478515625,1.0,1236654.125,-87.3234501830193,207.9138055471576,-63.21263100497072,234.19942828183443,1.985245279340457e-13
106,13,163.38438415527344,408.68280029296875,1.0,370043.09375,3.157928325052467,21.169503998526125,-163.67892932974428,165.07244566365762,1.4540530971086393e-13
107,-13,131.0334014892578,-34.41451644897461,1.0,450698.5625,29.196285984181486,73.46802126271814,-109.60203306700805,135.13910949814212,1.4885340910049056e-13
108,-13,-75.67257690429688,-454.41705322265625,1.0,1139737.625,-142.14321396710875,-53.968072455647416,-47.516792560430076,159.2956110403178,2.2971319009537405e-13
109,13,-445.7383728027344,0.942380964756012,1.0,463224.5,101.82472330206292,-22.141082338741853,-133.78108841961694,169.57559205678743,1.3064825505223496e-13
110,-13,332.32733154296875,-10.976365089416504,1.0,367319.8125,-3.6001371212427102,-3.665712689418683,-104.9205083619745,105.04623511458311,2.3323137417066747e-13
111,-13,112.40271759033203,-503.1921081542969,1.0,385462.4375,-9.644209884555721,29.000867012437993,-95.56104859150855,100.32933309695194,1.530374507427368e-13
112,-13,-517.9207763671875,22.719518661499023,1.0,2411348.0,299.8646098751051,-66.03213415988284,-29.64647894945665,308.47680741241845,1.4097116921077416e-13
113,13,187.4744415283203,-181.89418029785156,1.0,391170.75,27.112634516925482,-36.424603577239395,-121.01431743417197,129.25289830509007,1.3716199097858248e-13
114,13,235.1622772216797,273.72125244140625,1.0,422747.75,51.932985993727925,-42.964155792395104,-117.21178139291442,135.20930224832276,1.808477555014978e-13
114,-13,255.05433654785156,224.0377655029297,1.0,422826.15625,38.6488358417555,-32.09162904019104,-87.08718832122395,100.53747329266099,1.808477555014978e-13
115,-13,125.31189727783203,-29.269115447998047,1.0,490711.375,-66.06657913962272,-33.99834342767576,-82.06327588677732,110.70258119984169,1.687944647371341e-13
116,-13,400.3337707519531,-29.870698928833008,1.0,402688.75,-13.357805269819778,108.56893092397968,-240.20848996019595,263.94272555340456,1.5905611795768064e-13
117,-13,27.067943572998047,-287.5361328125,1.0,637928.4375,-93.24547951501518,-36.6141294242575,-68.75346259629532,121.50042198470578,1.5248335607797682e-13
118,13,392.8413391113281,-41.022308349609375,1.0,386554.0625,30.8378557199012,20.28376071739558,-109.97157596733086,116.00065437306992,1.5443723073980565e-13
119,13,-227.37399291992188,139.56509399414062,1.0,487410.34375,97.51481979145046,16.299585931285378,-111.42867478084645,148.96699682784123,1.6227548715436342e-13
120,-13,-51.72105407714844,480.5559997558594,1.0,693282.625,78.61731261319528,49.182218809472715,-55.98488182045958,108.32303301696528,2.2529067788595819e-13
121,13,211.50350952148438,135.59300231933594,1.0,441249.375,-85.48746318845133,12.322017504151177,-127.36018386442447,153.8848755133182,1.5683683655480803e-13
122,13,16.296161651611328,-276.49859619140625,1.0,413590.65625,68.20068503218499,72.00520159605185,-188.3368850152492,212.85409263858324,1.6719189912252033e-13
123,-13,-337.8160705566406,13.852243423461914,1.0,581998.625,12.694242299587131,251.3404646440249,-199.8566419729177,321.36560222856144,1.3130116526349824e-13
124,13,-116.39541625976562,205.16297912597656,1.0,1024249.1875,-78.69991504592917,76.53354322362475,-39.15410846249074,116.55086475908874,2.081524129549238e-13
125,-13,295.3360290527344,314.3563537597656,1.0,724994.9375,-117.96349542402459,81.30251965576645,-81.45185380331623,164.8025802074317,1.6503429341389278e-13
126,13,188.7694549560547,96.55422973632812,1.0,675059.125,-132.4385899010813,-21.358192369138123,-84.3978775626747,158.4902338106299,1.3276263032772892e-13
127,13,-469.4698181152344,-48.85029220581055,1.0,536977.0,59.51772067410957,-56.24452271527616,-76.21191040702115,111.8662625530967,1.6164364909308574e-13
128,-13,-493.02740478515625,37.7867317199707,1.0,711116.875,-119.99105073045212,44.35251241126616,-74.41230081828053,147.9938786763146,1.771317667881057e-13
129,13,98.9147720336914,518.0651245117188,1.0,597613.125,-89.81779469439061,0.44844941242490677,-68.64757735969033,113.0483402266211,1.5643061181305904e-13
130,13,-312.74755859375,115.70073699951172,1.0,889348.25,-80.16682549158577,87.83731885492307,-51.23850867812507,129.48937896436945,2.0322860504014416e-13
131,-13,-41.146202087402344,-218.39404296875,1.0,724306.0625,116.32210342836697,220.8576825559212,-142.0917888330623,287.2264335741948,1.291667197969457e-13
132,13,222.8064727783203,-258.15850830078125,1.0,426630.90625,22.333584670519713,56.09157610379043,-100.69504579691966,117.40760691746652,1.4399726790419165e-13
133,-13,-3.9192214012145996,190.31631469726562,1.0,417322.5,-36.810933536312405,-36.58831997093648,-95.18772140875262,108.41795189497329,1.4365010607669285e-13
134,13,-1.9933803081512451,-97.33905029296875,1.0,568510.8125,119.23462772515359,-44.6603140930074,-104.67908868568156,164.83067588196934,1.3776362066102294e-13
135,13,-559.1661987304688,-250.86900329589844,1.0,2142785.0,103.42895676460921,47.53094940427991,-14.171578611555788,114.70646838357078,1.5177765177784978e-13
136,-13,-282.2289733886719,279.3852233886719,1.0,740042.75,97.091903674077,119.2579309352368,-84.99434784987216,175.70808466440872,1.9029091058113882e-13
137,13,188.36175537109375,190.4918670654297,1.0,401354.78125,-25.0809943741873,-39.30169005581547,-104.36832063505472,114.30846631909199,1.3529083958330605e-13
138,-13,-262.4432067871094,-9.640254020690918,1.0,689097.125,-3.273374108925964,-334.6911038174767,-204.50352566067522,392.2378640063506,1.4903177445499649e-13
139,-13,348.00830078125,157.02798461914062,1.0,471144.75,-112.32533340905684,-14.766697113275768,-139.00948755918034,179.32839568946386,1.3440516403639935e-13
139,13,258.1640319824219,211.04959106445312,1.0,471318.0625,-63.848928382911254,-8.157279323848002,-78.73738518257869,101.69957073165635,1.3440516403639935e-13
140,-13,347.4075622558594,-186.25718688964844,1.0,614163.6875,-56.319981723404,-59.73470876036163,-59.82430804736532,101.58308720134393,1.435719962922431e-13
141,-13,136.22549438476562,-178.4501190185547,1.0,664768.6875,106.21770701570495,-46.165176085070925,-74.58659024469853,137.75552334106354,1.5725328098806146e-13
142,-13,-4.226712226867676,227.06333923339844,1.0,460196.75,-136.25350171779428,-105.75664849313944,-225.12511375926806,283.60324799971136,1.5251918051975216e-13
143,-13,168.84764099121094,147.51206970214844,1.0,559635.125,78.75690840397328,-58.86964222250754,-83.74589427690262,129.15750154364255,1.368611780071806e-13
144,13,-267.8028259277344,-84.3420181274414,1.0,907443.6875,81.1719279532108,-43.60554988876379,-38.95755645265808,100.04007733655924,1.304157782464123e-13
145,-13,213.3193817138672,30.048370361328125,1.0,395770.03125,-27.79264942411396,-29.35264744335177,-99.28506371732283,107.19856879314322,1.5417695029004642e-13
146,13,-48.86323928833008,349.9139404296875,1.0,528733.25,85.62844782064349,82.76856999422853,-112.45898457446856,163.79832253897698,1.4357855506278954e-13
147,13,312.7056579589844,35.773597717285156,1.0,792089.1875,125.48849708598391,-9.36519610709388,-63.00196241809226,140.7278119902176,1.83523932495449e-13
148,-13,-8.203168869018555,325.98162841796875,1.0,386702.3125,85.49125262989492,18.1670159049213,-259.8954829612194,274.19784245461096,1.6362573009233121e-13
149,13,-216.08291625976562,244.48776245117188,1.0,832077.375,110.92148085854387,18.58845888815904,-52.69958496128811,124.20286621000788,2.0409609497597964e-13
150,-13,407.95257568359375,283.0218811035156,1.0,728146.75,94.16950211449694,94.64968479393974,-75.46766746892854,153.36827179467454,1.665123010006773e-13
151,13,-222.94345092773438,26.737348556518555,1.0,768743.8125,-7.087294425424375,-99.36280610315953,-51.54798254708726,112.1623443212629,1.911585097219286e-13
152,-13,163.61459350585938,340.4209289550781,1.0,488699.28125,-15.729888071861069,86.50783840672375,-98.27926381587531,131.87057738839064,1.601841202500327e-13
153,-13,-57.74070358276367,155.0989532470703,1.0,657899.625,95.68324194691286,22.125620667053568,-64.0393554022603,117.24276062815485,1.3236301406351287e-13
154,-13,-5.139647006988525,465.1480712890625,1.0,1221935.375,54.52690386593099,98.0974393614747,-32.004955179226954,116.70736056696258,2.8823484672803897e-13
155,-13,-374.3534240722656,304.549560546875,1.0,617087.25,-118.62254079359263,-61.11399803105269,-96.23174503439441,164.51983677366007,1.5823838111090309e-13
156,-13,189.3263702392578,61.658599853515625,1.0,502017.9375,62.692956879967824,-113.74546060690773,-136.5599808938714,188.45971726808258,2.61774524116705e-13
157,13,542.6826782226562,336.2335510253906,1.0,491227.125,-76.6704084037392,9.914643832245702,-85.93543937832328,115.5921771931904,2.38569342620898e-13
158,-13,251.7803497314453,256.2316589355469,1.0,470833.28125,50.812293368259816,80.97044568774527,-117.52429768260572,151.4927812735773,1.481567313088957e-13
159,-13,274.7099914550781,101.3796615600586,1.0,629038.625,18.089838113536644,-122.88545905655701,-86.37293237458289,151.28900071551462,1.3370803170256846e-13
160,-13,187.27777099609375,66.663818359375,1.0,418904.53125,-60.11716228826458,8.917110956023862,-108.92753423137674,124.7349020247474,1.5068651700861542e-13
160,13,85.40782928466797,112.09391784667969,1.0,419080.0,-63.06280042783101,9.655061439666724,-112.53468257409804,129.36070420053065,1.5068651700861542e-13
161,-13,64.97406768798828,519.3368530273438,1.0,1328560.75,-110.04791902753959,10.1787144220404,-28.060282419087798,114.02425250365087,1.869225664238448e-13
162,-13,-112.63306427001953,-206.27880859375,1.0,571099.875,78.72717819918216,109.70578271200793,-110.99709229048676,174.79611507296983,1.3215384771583603e-13
163,13,496.9964599609375,-702.2520751953125,1.0,1080765.75,95.50052609064915,-28.02223745081119,-32.85398696718289,104.80925882277876,2.17925235501063e-13
164,-13,-148.2284393310547,-75.3873062133789,1.0,520381.25,-35.57350309989374,-99.31242028026463,-103.51303354237461,147.79505762327386,2.555086435256407e-13
165,-13,-169.40562438964844,-24.406803131103516,1.0,467670.78125,-1.1491056088297285,-90.81437831421135,-113.71267617518333,145.53056199719373,1.381417750178143e-13
166,-13,76.17568969726562,475.1187744140625,1.0,717975.9375,-69.61407936196338,72.24244437029483,-57.472578796227936,115.6208810185146,1.9576898300181682e-13
167,-13,-379.4780578613281,-321.5160217285156,1.0,781859.375,-68.28972982184496,-73.58119553609868,-50.83537934410742,112.52517642164118,2.3205937781043293e-13
168,-13,181.18399047851562,-23.069297790527344,1.0,1521776.25,11.474580156434627,-97.88090596799657,-20.950299219352473,100.7534256502608,2.82736653519101e-13
169,-13,-582.879638671875,404.8513488769531,1.0,604118.625,84.22402326780139,-61.9867743951404,-78.65788933871863,130.8553011939191,2.8075784192533754e-13
170,13,37.67631530761719,-239.76429748535156,1.0,402007.34375,7.343871362536248,-97.39336317445395,-215.44335551732183,236.54859769946574,1.3404927671234927e-13
171,-13,138.844482421875,136.8485107421875,1.0,558268.75,-26.41803812059493,-103.71386372413144,-91.44547064949984,140.7719871602211,1.2993436101887417e-13
172,-13,-493.4028625488281,245.58706665039062,1.0,814258.375,-98.42963854537084,-60.59694931960985,-55.6661275169663,128.29303084638258,1.4248679531307573e-13
173,13,204.19508361816406,84.89832305908203,1.0,409910.53125,-8.829598018225738,-52.71416583667997,-105.21189074833364,118.00969043201388,1.4333632007582314e-13
174,-13,-98.96662139892578,-248.48117065429688,1.0,470657.6875,-75.90876347767335,-53.387224561151925,-113.54328100692328,146.64382967199597,1.2887383122762228e-13
